ID	CURIS	CORPUS_NAME	TERMS QUERY
704	obo.MONDO_0019384	encephalitis lethargica	"Von Economo encephalitis" | "encephalitis lethargica" | "epidemic encephalitis" | "lethargic encephalitis" | "von Economo disease" | "von Economo's disease"	encephalitis lethargica OR Von Economo encephalitis OR encephalitis lethargica OR epidemic encephalitis OR lethargic encephalitis OR von Economo's disease
705	obo.MONDO_0019385	steroid-responsive encephalopathy associated with autoimmune thyroiditis	SREAT	steroid-responsive encephalopathy associated with autoimmune thyroiditis
706	obo.MONDO_0019444	trichinellosis	"Trichinella caused disease or disorder" | "Trichinella disease or disorder" | "Trichinella infectious disease" | "trichinosis"	trichinellosis OR trichinosis
707	obo.MONDO_0019471	adult T-cell leukemia/lymphoma	"ATLL" | "T-cell leukemia of adults" | "adult T-cell leukemia" | "adult T-cell leukemia/lymphoma"	adult T-cell leukemia/lymphoma OR adult T-cell leukemia OR adult T-cell leukemia/lymphoma
708	obo.MONDO_0019498	tungiasis	"Tunga penetrans caused disease or disorder" | "Tunga penetrans disease or disorder" | "Tunga penetrans infectious disease"	tungiasis
709	obo.MONDO_0019622	non-specific interstitial pneumonia	"NSIP" | "non-specific idiopathic interstitial pneumonia" | "nonspecific interstitial pneumonia"	non-specific interstitial pneumonia OR nonspecific interstitial pneumonia
710	obo.MONDO_0019632	Lyme disease	"Bannwarth syndrome" | "Bannworth's syndrome" | "Borrelia" | "Borrelia burgdorferi infection" | "Borreliella burgdorferi caused disease or disorder" | "Borreliella burgdorferi disease or disorder" | "Borreliella burgdorferi infectious disease" | "Lyme borreliosis" | "Lyme disease" | "Lyme neuroborreliosis" | "neuroborreliosis" | "neurological Lyme disease"	Lyme disease OR Bannwarth syndrome OR Borrelia OR Borrelia burgdorferi infection OR Lyme borreliosis OR Lyme disease OR Lyme neuroborreliosis OR neuroborreliosis OR neurological Lyme disease
711	obo.MONDO_0020499	Nipah virus disease	"Nipah encephalitis" | "Nipah fever" | "Nipah virus infectious disease"	Nipah virus disease OR Nipah encephalitis
712	obo.MONDO_0020500	Marburg hemorrhagic fever	"Green monkey disease" | "MHF" | "Marburg disease" | "Marburg virus disease"	Marburg hemorrhagic fever OR Green monkey disease OR Marburg disease OR Marburg virus disease
713	obo.MONDO_0020501	Crimean-Congo hemorrhagic fever	"CCHF" | "CHF Congo virus" | "Congo fever" | "Congo hemorrhagic fever" | "Congo-Crimean hemorrhagic fever" | "Crimean hemorrhagic fever" | "Crimean hemorrhagic fever [CHF Congo virus]" | "Crimean-Congo haemorrhagic fever"	Crimean-Congo hemorrhagic fever OR CHF Congo virus OR Congo fever OR Congo hemorrhagic fever OR Congo-Crimean hemorrhagic fever OR Crimean hemorrhagic fever OR Crimean-Congo haemorrhagic fever
714	obo.MONDO_0020502	yellow fever	"YF" | "Yellow Jack" | "Yellow fever Virus infection" | "Yellow fever virus caused disease or disorder" | "Yellow fever virus disease or disorder" | "Yellow fever virus infectious disease" | "Yellow fever, sylvan" | "bronze John" | "jungle yellow fever" | "sylvatic yellow fever" | "urban yellow fever"	yellow fever OR Yellow Jack OR Yellow fever Virus infection OR jungle yellow fever OR sylvatic yellow fever OR urban yellow fever
715	obo.MONDO_0020532	spirillary rat-bite fever	"Spirillary fever" | "sodoku" | "sodoku disease"	Spirillary fever OR sodoku
716	obo.MONDO_0020533	streptobacillary rat-bite fever	"Haverhill fever" | "Streptobacillary fever" | "streptobacillary rat-bite fever"	streptobacillary rat-bite fever OR Haverhill fever OR Streptobacillary fever OR streptobacillary rat-bite fever
717	obo.MONDO_0020544	streptococcal toxic-shock syndrome	"Streptococcus caused toxic shock syndrome" | "Streptococcus toxic shock syndrome" | "streptococcal TSS"	streptococcal toxic-shock syndrome OR Streptococcus toxic shock syndrome OR streptococcal TSS
718	obo.MONDO_0020545	staphylococcal toxic-shock syndrome	"Staphylococcus caused toxic shock syndrome" | "Staphylococcus toxic shock syndrome" | "staphylococcal TSS"	staphylococcal toxic-shock syndrome OR staphylococcal TSS
719	obo.MONDO_0020709	Majocchi granuloma	Majocchi's granuloma	Majocchi granuloma OR Majocchi's granuloma
720	obo.MONDO_0020731	arbovirus infection	"arbovirus infection" | "arthropod-borne viral infection"	arbovirus infection OR arbovirus infection OR arthropod-borne viral infection
721	obo.MONDO_0020838	anterior nasal diphtheria	anterior nasal diphtheria	anterior nasal diphtheria OR anterior nasal diphtheria
722	obo.MONDO_0020843	pseudomembranous diphtheritic conjunctivitis	"conjunctival diphtheria" | "pseudomembranous diphtheritic conjunctivitis"	conjunctival diphtheria
723	obo.MONDO_0020860	faucial diphtheria	faucial diphtheria	faucial diphtheria OR faucial diphtheria
724	obo.MONDO_0020863	laryngeal diphtheria	laryngeal diphtheria	laryngeal diphtheria OR laryngeal diphtheria
725	obo.MONDO_0020866	nasopharyngeal diphtheria	nasopharyngeal diphtheria	nasopharyngeal diphtheria OR nasopharyngeal diphtheria
726	obo.MONDO_0020920	escherichia coli infection	"e coli infection" | "escherichia coli infection"	escherichia coli infection OR e coli infection OR escherichia coli infection
727	obo.MONDO_0020959	Mansonella ozzardi infection	mansonella ozzardi infection	Mansonella ozzardi infection OR mansonella ozzardi infection
728	obo.MONDO_0020971	gonococcal urethritis	"gc urethritis" | "gonococcal urethritis"	gonococcal urethritis OR gonococcal urethritis
729	obo.MONDO_0021012	susceptibility to visceral leishmaniasis, 1	"KAZA1" | "kala-Azar, susceptibility to, 1" | "leishmaniasis, visceral, susceptibility to, 1"	("susceptibility to visceral leishmaniasis" AND " 1") OR ("kala-Azar" AND " susceptibility to" AND " 1") OR ("leishmaniasis" AND " visceral" AND " susceptibility to" AND " 1")
730	obo.MONDO_0021032	herpes zoster with dermatitis of eyelid	"herpes zoster dermatitis of eyelid" | "herpes zoster dermatitis of eyelids" | "herpes zoster with dermatitis of eyelid"	
731	obo.MONDO_0021033	herpes zoster dermatitis	herpes zoster dermatitis	herpes zoster dermatitis OR herpes zoster dermatitis
732	obo.MONDO_0021081	anti-NMDA receptor encephalitis	anti-NMDA receptor encephalitis	anti-NMDA receptor encephalitis OR anti-NMDA receptor encephalitis
733	obo.MONDO_0021175	herpetic vulvovaginitis	herpetic vulvovaginitis	herpetic vulvovaginitis OR herpetic vulvovaginitis
734	obo.MONDO_0021183	HTLV-2 infection	HTLV-2 infection	HTLV-2 infection OR HTLV-2 infection
735	obo.MONDO_0021660	deep seated dermatophytosis	"deep dermatophytosis" | "deep seated dermatophytosis" | "disseminated granulomatous dermatophytosis"	deep dermatophytosis
736	obo.MONDO_0021783	streptococcal sore throat	"strep throat" | "streptococcal pharyngitis"	streptococcal sore throat OR strep throat OR streptococcal pharyngitis
737	obo.MONDO_0021804	silicotuberculosis	"silicotuberculoses" | "silicotuberculosis"	silicotuberculosis OR silicotuberculosis
738	obo.MONDO_0021932	infection by Trypanosoma gambiense	Infection by Trypanosoma gambiense	infection by Trypanosoma gambiense OR Infection by Trypanosoma gambiense
739	obo.MONDO_0021935	aspergillus niger infection	Aspergillus niger infection	aspergillus niger infection OR Aspergillus niger infection
740	obo.MONDO_0021941	infection by Trypanosoma rhodesiense	"infection by trypanosoma rhodesiense" | "rhodesian trypanosomiasis"	rhodesian trypanosomiasis
741	obo.MONDO_0021948	cutaneous tuberculosis	"cutaneous tuberculosis" | "tuberculosis of skin"	cutaneous tuberculosis OR cutaneous tuberculosis OR tuberculosis of skin
742	obo.MONDO_0021953	tuberculous fibrosis of lung	tuberculous fibrosis of lung	
743	obo.MONDO_0022529	BK-virus nephropathy	"BK virus nephropathy" | "BKN" | "PVAN" | "Polyomavirus nephropathy" | "kidney disease caused by BK polyomavirus" | "nephropathy caused by BK polyomavirus" | "nephropathy from BK virus" | "polyomavirus associated nephropathy"	BK-virus nephropathy OR BK virus nephropathy OR Polyomavirus nephropathy OR polyomavirus associated nephropathy
744	obo.MONDO_0022636	candida glabrata infection	candida glabrata	candida glabrata infection OR candida glabrata
745	obo.MONDO_0022772	classic Kaposi sarcoma	"Kaposi sarcoma classical type" | "Kaposi sarcoma, classic" | "Kaposi's sarcoma, classical type" | "classic Kaposi sarcoma" | "classic Kaposi's sarcoma"	classic Kaposi sarcoma OR ("Kaposi sarcoma" AND " classic") OR classic Kaposi sarcoma OR classic Kaposi's sarcoma
746	obo.MONDO_0023147	fetal parainfluenza virus type 3 syndrome	"Human respirovirus 3 caused infectious embryofetopathy" | "Human respirovirus 3 infectious embryofetopathy"	
747	obo.MONDO_0042974	parainfluenza virus type 3 infectious disease	"human respirovirus 3 caused disease or disorder" | "human respirovirus 3 disease or disorder" | "human respirovirus 3 infectious disease" | "infection due to human parainfluenza virus 3"	
748	obo.MONDO_0023153	tuberculous ascites	tuberculous ascites	tuberculous ascites OR tuberculous ascites
749	obo.MONDO_0023161	viral myocarditis	viral myocarditis	viral myocarditis OR viral myocarditis
750	obo.MONDO_0023164	viral pericarditis	viral pericarditis	viral pericarditis OR viral pericarditis
751	obo.MONDO_0023415	congenital candidiasis	congenital candidiasis	congenital candidiasis OR congenital candidiasis
752	obo.MONDO_0023483	infectious myositis	"infectious myositis" | "infective myositis"	infectious myositis OR infectious myositis OR infective myositis
753	obo.MONDO_0024275	amebic dysentery	amebic dysentery	amebic dysentery OR amebic dysentery
754	obo.MONDO_0024283	Demodex folliculitis	hair follicle demodicidosis	Demodex folliculitis
755	obo.MONDO_0024284	demodicidosis of sebaceous gland	sebaceous gland demodicidosis	
756	obo.MONDO_0024330	infectious otitis media	"AOM" | "acute otitis Media" | "infectious otitis Media" | "middle Ear infection"	infectious otitis media OR acute otitis Media OR infectious otitis Media OR middle Ear infection
757	obo.MONDO_0024354	cytomegalovirus pneumonia	"CMV pneumonia" | "Cytomegaloviral pneumonia" | "Cytomegalovirus caused pneumonia" | "Cytomegalovirus pneumonia" | "cytomegalovirus pneumonia"	cytomegalovirus pneumonia OR CMV pneumonia OR Cytomegaloviral pneumonia OR Cytomegalovirus pneumonia OR cytomegalovirus pneumonia
758	obo.MONDO_0024392	anaerobic balanitis	anaerobic balanitis	anaerobic balanitis OR anaerobic balanitis
759	obo.MONDO_0024410	infection caused by Bifidobacterium	"Bifidobacterium caused disease or disorder" | "Bifidobacterium disease or disorder" | "Bifidobacterium infectious disease" | "infection caused by Bifidobacterium"	
760	obo.MONDO_0024412	Peptostreptococcus infectious disease	"Peptostreptococcus caused disease or disorder" | "Peptostreptococcus disease or disorder" | "Peptostreptococcus infection"	
761	obo.MONDO_0024414	anaerobic cellulitis	anaerobic cellulitis	anaerobic cellulitis OR anaerobic cellulitis
762	obo.MONDO_0024459	Aeromonas hydrophila intestinal disease	"intestinal infection caused by Aeromonas hydrophila" | "intestinal infection due to Aeromonas hydrophila"	
763	obo.MONDO_0024472	boutonneuse fever	"African tick typhus" | "Conor and Bruch's disease" | "Kenya fever" | "Kenya tick typhus" | "Kenyan tick typhus" | "Mediterranean spotted fever" | "Mediterranean tick fever" | "South African tick-bite fever" | "boutonneuse disease" | "boutonneuse fever" | "fievre boutonneuse" | "marseilles fever" | "tick typhus due to rickettsia conorii"	boutonneuse fever OR African tick typhus OR Kenya tick typhus OR Mediterranean spotted fever OR Mediterranean tick fever OR South African tick-bite fever OR boutonneuse fever OR fievre boutonneuse OR marseilles fever
764	obo.MONDO_0024563	herpes simplex encephalitis, susceptibility to, 1	"UNC93B1 herpes simplex encephalitis" | "herpes simplex encephalitis caused by mutation in UNC93B1" | "herpes simplex encephalitis, susceptibility to, 1"	("herpes simplex encephalitis" AND " susceptibility to" AND " 1") OR ("herpes simplex encephalitis" AND " susceptibility to" AND " 1")
765	obo.MONDO_0024608	dientamoebiasis	"Dientamoeba caused disease or disorder" | "Dientamoeba disease or disorder" | "Dientamoeba infectious disease" | "intestinal trichomoniasis"	dientamoebiasis OR intestinal trichomoniasis
766	obo.MONDO_0024620	meningitis caused by poliovirus	meningitis caused by human poliovirus	
767	obo.MONDO_0044746	zoonotic bacterial infection	"Bacteria caused zoonoses" | "Bacteria zoonoses" | "zoonotic bacterial disease" | "zoonotic bacterial infection"	zoonotic bacterial infection OR zoonotic bacterial disease OR zoonotic bacterial infection
768	obo.MONDO_0025397	canine distemper	canine distemper	canine distemper OR canine distemper
769	obo.MONDO_0025404	coronaviral enteritis of turkeys	"Bluecomb of turkeys" | "coronaviral enteritis of turkeys" | "enteritis, transmissible, of turkeys" | "transmissible enteritis of turkeys"	coronaviral enteritis of turkeys OR Bluecomb of turkeys OR coronaviral enteritis of turkeys OR transmissible enteritis of turkeys
770	obo.MONDO_0025481	zoonosis	"zoonoses" | "zoonotic disease" | "zoonotic diseases" | "zoonotic infection" | "zoonotic infections"	zoonosis OR zoonoses OR zoonotic disease OR zoonotic diseases OR zoonotic infection OR zoonotic infections
771	obo.MONDO_0025485	feline acquired immunodeficiency syndrome	"Feline immunodeficiency virus cat disease" | "Feline immunodeficiency virus caused cat disease"	feline acquired immunodeficiency syndrome
772	obo.MONDO_0025491	feline infectious peritonitis	"FIP" | "feline infectious peritonitides" | "infectious peritonitides, feline" | "infectious peritonitis, feline" | "peritonitis, feline infectious" | "peritonitis, infectious, feline"	feline infectious peritonitis
773	obo.MONDO_0025494	porcine reproductive and respiratory syndrome	"PRRS" | "blue eared pig disease" | "blue-eared pig disease" | "mystery swine disease" | "pig disease, blue-eared" | "porcine epidemic abortion and respiratory syndrome" | "swine infertility and respiratory syndrome"	porcine reproductive and respiratory syndrome OR blue eared pig disease OR blue-eared pig disease OR mystery swine disease OR porcine epidemic abortion and respiratory syndrome OR swine infertility and respiratory syndrome
774	obo.MONDO_0025505	mink viral enteritis	"enteritides, mink viral" | "enteritis, infectious, of mink" | "enteritis, mink viral" | "mink viral enteritides" | "viral enteritides, mink" | "viral enteritis, mink"	mink viral enteritis
775	obo.MONDO_0025598	pneumonia caused by chlamydia	"Chlamydia caused pneumonia" | "Chlamydia pneumonia" | "chlamydia pneumonia" | "chlamydial pneumonia"	Chlamydia pneumonia OR chlamydia pneumonia OR chlamydial pneumonia
776	obo.MONDO_0030602	Klebsiella pneumonia	"Klebsiella caused pneumonia" | "pneumonia due to Klebsiella pneumoniae" | "pneumonia due to Klebsiella pneumoniae (disorder)"	Klebsiella pneumonia OR pneumonia due to Klebsiella pneumoniae
777	obo.MONDO_0030705	Trichomonas prostatitis	"Trichomonas prostatitis" | "Trichomonas vaginalis caused prostatitis (disease)" | "Trichomonas vaginalis prostatitis (disease)" | "trichomonal prostatitis"	trichomonal prostatitis
778	obo.MONDO_0030706	Trichomonas cystitis	"Trichomonas cystitis" | "Trichomonas vaginalis caused cystitis" | "Trichomonas vaginalis cystitis" | "trichomonal cystitis"	Trichomonas cystitis OR Trichomonas cystitis OR trichomonal cystitis
779	obo.MONDO_0030707	Trichomonas balanoposthitis	Trichomonas balanoposthitis	
780	obo.MONDO_0030708	Trichomonas cervicitis	"Trichomonas cervicitis" | "Trichomonas vaginalis caused cervicitis (disease)" | "Trichomonas vaginalis cervicitis (disease)"	
781	obo.MONDO_0030720	trichomonal vulvovaginitis	"Trichomonas vaginalis caused vulvovaginitis" | "Trichomonas vaginalis vulvovaginitis" | "trichomonal vulvovaginitis"	trichomonal vulvovaginitis OR trichomonal vulvovaginitis
782	obo.MONDO_0030906	Trichomonas tenax infectious disease	"Trichomonas tenax caused disease or disorder" | "Trichomonas tenax disease or disorder"	
783	obo.MONDO_0035406	furuncular myiasis due to Dermatobia hominis	"furunculoid myiasis due to Dermatobia hominis" | "furunculous myiasis due to Dermatobia hominis"	
784	obo.MONDO_0035407	furuncular myiasis due to Cordylobia anthropophaga	"furunculoid myiasis due to Cordylobia anthropophaga" | "furunculous myiasis due to Cordylobia anthropophaga"	
785	obo.MONDO_0035408	furuncular myiasis due to Cordylobia rodhaini	"furunculoid myiasis due to Cordylobia rodhaini" | "furunculous myiasis due to Cordylobia rodhaini"	
786	obo.MONDO_0035561	sporadic human prion disease	idiopathic human prion disease	sporadic human prion disease
787	obo.MONDO_0035562	acquired human prion disease	infectious human prion disease	acquired human prion disease
788	obo.MONDO_0035669	acute disseminated encephalomyelitis with anti-MOG antibodies	"ADEM with anti-MOG antibodies" | "Acute disseminated encephalomyelitis with anti-myelin oligodendrocyte glycoprotein antibodies"	
789	obo.MONDO_0035670	acute disseminated encephalomyelitis without anti-MOG antibodies	Acute disseminated encephalomyelitis without anti-myelin oligodendrocyte glycoprotein antibodies	
790	obo.MONDO_0040728	Campylobacter fetus infectious disease	infection by Campylobacter fetus	infection by Campylobacter fetus
791	obo.MONDO_0040753	latent tuberculosis infection	"LTBI" | "inactive TB" | "inactive tuberculosis" | "tuberculosis infection latent"	latent tuberculosis infection OR inactive TB OR inactive tuberculosis OR tuberculosis infection latent
792	obo.MONDO_0040922	latent early syphilis	latent early syphilis	latent early syphilis OR latent early syphilis
793	obo.MONDO_0040923	late latent syphilis	late latent syphilis	late latent syphilis OR late latent syphilis
794	obo.MONDO_0040925	latent yaws	latent yaws	latent yaws OR latent yaws
795	obo.MONDO_0041095	malignant otitis externa caused by Pseudomonas aeruginosa	"Pseudomonas aeruginosa caused malignant otitis externa" | "Pseudomonas aeruginosa malignant otitis externa" | "malignant otitis externa caused by Pseudomonas aeruginosa" | "malignant otitis externa due to Pseudomonas aeruginosa"	
796	obo.MONDO_0041259	diphtheritic myocarditis	"Corynebacterium diphtheriae caused myocarditis" | "Corynebacterium diphtheriae myocarditis" | "diphtheritic myocarditis"	diphtheritic myocarditis OR diphtheritic myocarditis
797	obo.MONDO_0041535	mesenteric lymphadenitis due to Yersinia infection	"Masshoff's syndrome" | "Yersinia pseudotuberculosis caused mesenteric lymphadenitis" | "Yersinia pseudotuberculosis mesenteric lymphadenitis" | "lymphadenitis mesenterialis Masshoff" | "mesenteric lymphadenitis due to Yersinia pseudotuberculosis"	mesenteric lymphadenitis due to Yersinia pseudotuberculosis
798	obo.MONDO_0041536	Far-East scarlet-like fever	"FESLF" | "Izumi fever"	Far-East scarlet-like fever OR Izumi fever
799	obo.MONDO_0041751	multibacillary leprosy	multibacillary leprosy	multibacillary leprosy OR multibacillary leprosy
800	obo.MONDO_0041752	paucibacillary leprosy	paucibacillary leprosy	paucibacillary leprosy OR paucibacillary leprosy
801	obo.MONDO_0041879	staphylococcus aureus pneumonia	"Staphylococcus aureus caused pneumonia" | "Staphylococcus aureus pneumonia" | "pneumonia due to staphylococcus aureus" | "staphylococcus aureus pneumonia"	staphylococcus aureus pneumonia OR Staphylococcus aureus pneumonia OR pneumonia due to staphylococcus aureus OR staphylococcus aureus pneumonia
802	obo.MONDO_0042233	disseminated candidiasis	disseminated candidiasis	disseminated candidiasis OR disseminated candidiasis
803	obo.MONDO_0042370	Yersinia enterocolitica infectious disease	infection by Yersinia enterocolitica	infection by Yersinia enterocolitica
804	obo.MONDO_0042433	mycotic endocarditis	"Fungi caused endocarditis (disease)" | "Fungi endocarditis (disease)" | "mycotic endocarditis"	mycotic endocarditis OR mycotic endocarditis
805	obo.MONDO_0042452	tertiary lesion of yaws	tertiary lesion of yaws	
806	obo.MONDO_0042458	Trichinella spiralis infectious disease	"Trichinella spiralis caused disease or disorder" | "Trichinella spiralis disease or disorder" | "infection by larvae of Trichinella spiralis"	
807	obo.MONDO_0042484	disseminated sporotrichosis	disseminated sporotrichosis	disseminated sporotrichosis OR disseminated sporotrichosis
808	obo.MONDO_0042496	ergotism	ergotism	ergotism OR ergotism
809	obo.MONDO_0042497	mycotoxicosis	"Fungi caused poisoning" | "Fungi poisoning"	mycotoxicosis
810	obo.MONDO_0042972	meningococcemia	meningococcemia	meningococcemia OR meningococcemia
811	obo.MONDO_0100197	parainfluenza infectious disease	"HPIV infectious disorder" | "parainfluenza (disorder)" | "parainfluenza infectious disorder"	
812	obo.MONDO_0043004	Weil's disease	Weil's disease	Weil's disease OR Weil's disease
813	obo.MONDO_0043297	vibrio vulnificus infectious disease	"Vibrio vulnificus caused disease or disorder" | "Vibrio vulnificus disease or disorder" | "Vibrio vulnificus infectious disease" | "vibrio vulnificus infection" | "vibrio vulnificus infectious disease"	vibrio vulnificus infection
814	obo.MONDO_0043314	aquarium granuloma	"Mycobacterium marinum caused skin disease" | "Mycobacterium marinum skin disease" | "aquarium granuloma" | "fish tank granuloma"	aquarium granuloma OR aquarium granuloma OR fish tank granuloma
815	obo.MONDO_0043352	fournier gangrene	"fournier gangrene" | "fournier's gangrene"	fournier gangrene OR fournier gangrene OR fournier's gangrene
816	obo.MONDO_0043555	infantile diarrhea	"diarrheal disease of infancy" | "infantile diarrhea" | "infantile diarrheal disease" | "infantile onset diarrheal disease" | "toddler diarrhea"	infantile diarrhea OR infantile diarrhea OR infantile diarrheal disease OR toddler diarrhea
817	obo.MONDO_0043653	herpes labialis	"cold sore" | "cold sores" | "herpes labialis"	herpes labialis OR cold sore OR cold sores OR herpes labialis
818	obo.MONDO_0043836	tuberculosis, spinal	"pott disease" | "pott's disease" | "tuberculosis of vertebral column"	("tuberculosis" AND " spinal") OR pott disease OR pott's disease
819	obo.MONDO_0043892	prosthesis-related infectious disease	"device related infection" | "prosthesis-related infection"	device related infection OR prosthesis-related infection
820	obo.MONDO_0043904	leishmaniasis, diffuse cutaneous	diffuse cutaneous leishmaniasis	("leishmaniasis" AND " diffuse cutaneous") OR diffuse cutaneous leishmaniasis
821	obo.MONDO_0043988	zoster sine herpete	zoster sine herpete	zoster sine herpete OR zoster sine herpete
822	obo.MONDO_0044067	candidiasis, invasive	"candidiases, invasive" | "invasive candidiases" | "invasive candidiasis"	("candidiasis" AND " invasive") OR ("candidiases" AND " invasive") OR invasive candidiases OR invasive candidiasis
823	obo.MONDO_0044070	candidemia	candidemia	candidemia OR candidemia
824	obo.MONDO_0044344	Schistosoma japonicum infectious disease	"Schistosoma japonicum caused disease or disorder" | "Schistosoma japonicum disease or disorder" | "Schistosoma japonicum infection"	Schistosoma japonicum infection
825	obo.MONDO_0044351	Schistosoma intercalatum infectious disease	"Schistosoma intercalatum caused disease or disorder" | "Schistosoma intercalatum disease or disorder" | "infection by Schistosoma intercalatum"	infection by Schistosoma intercalatum
826	obo.MONDO_0044633	idiopathic pleuroparenchymal fibroelastosis	"IPPFE" | "idiopathic pleuropulmonary fibroelastosis"	idiopathic pleuroparenchymal fibroelastosis
827	obo.MONDO_0044747	human anaplasmosis	human anaplasmosis	human anaplasmosis OR human anaplasmosis
828	obo.MONDO_0045037	hyalohyphomycosis	hyalohyphomycosis	hyalohyphomycosis OR hyalohyphomycosis
829	obo.MONDO_0045039	systemic basidiobolomycosis	disseminated basidiobolomycosis	disseminated basidiobolomycosis
830	obo.MONDO_0100073	methicillin-resistant staphylococcus aureus infectious disease	MRSA	
831	obo.MONDO_0100096	COVID-19	"2019 novel coronavirus infection" | "2019-nCoV infection" | "coronavirus disease 2019" | "severe acute respiratory syndrome coronavirus 2 infectious disease"	COVID-19 OR 2019 novel coronavirus infection OR 2019-nCoV infection OR coronavirus disease 2019
832	obo.MONDO_0100116	Middle East respiratory syndrome	"MERS" | "camel flu"	Middle East respiratory syndrome
833	obo.MONDO_0100163	COVID-19–associated multisystem inflammatory syndrome in children	"COVID-19 -related pediatric inflammatory multisystem syndrome" | "COVID-19 Kawasaki-like syndrome" | "COVID-19 associated multisystem inflammatory syndrome in children" | "MIS-C" | "PIMS" | "PIMS-TS" | "PMIS" | "SARS-CoV-2 Kawasaki-like syndrome" | "multisystem inflammatory syndrome in children" | "multisystem inflammatory syndrome in children associated with COVID-19" | "multisystem inflammatory syndrome in children associated with coronavirus disease 2019" | "paediatric inflammatory multisystem syndrome: temporally associated with SARS-CoV-2" | "pediatric inflammatory multisystem syndrome" | "pediatric inflammatory multisystem syndrome temporally associated with SARS-CoV-2" | "pediatric multi-system inflammatory syndrome potentially associated with COVID-19" | "pediatric multisystem inflammatory syndrome"	MIS-C OR PIMS-TS OR multisystem inflammatory syndrome in children OR paediatric inflammatory multisystem syndrome: temporally associated with SARS-CoV-2 OR pediatric inflammatory multisystem syndrome OR pediatric inflammatory multisystem syndrome temporally associated with SARS-CoV-2 OR pediatric multisystem inflammatory syndrome
834	obo.MONDO_0100203	parainfluenza virus type 1 infectious disease	"human respirovirus 1 infectious disease" | "infection caused by human parainfluenza virus 1" | "infection due to human parainfluenza virus 1"	
835	obo.MONDO_0100204	parainfluenza virus type 2 infectious disease	"human rubulavirus 2 infectious disease" | "infection caused by human parainfluenza virus 2" | "infection due to human parainfluenza virus 2"	
836	obo.MONDO_0100205	parainfluenza virus type 4 infectious disease	"human rubulavirus 4 infectious disease" | "infection caused by human parainfluenza virus 4" | "infection due to human parainfluenza virus 4"	
837	obo.MONDO_0100286	respiratory syncytial virus bronchiolitis	RSV bronchiolitis	respiratory syncytial virus bronchiolitis OR RSV bronchiolitis
838	obo.MONDO_0100353	HHV-7 infectious disease	"HHV-7 infection" | "herpesvirus-7 infectious disease"	HHV-7 infection
839	obo.MONDO_0100370	acute hepatitis B virus infection	acute hepatitis B	acute hepatitis B virus infection OR acute hepatitis B
840	obo.MONDO_0100371	acute hepatitis C virus infection	acute hepatitis C	acute hepatitis C virus infection OR acute hepatitis C
841	obo.MONDO_0100479	rifampicin-resistant tuberculosis	"RR-TB" | "rifampicin-resistant TB"	rifampicin-resistant tuberculosis OR RR-TB OR rifampicin-resistant TB
842	obo.MONDO_0100481	active tuberculosis	active TB	active tuberculosis OR active TB
843	obo.MONDO_0100482	extensively drug-resistant tuberculosis	XDR-TB	extensively drug-resistant tuberculosis OR XDR-TB
844	obo.MONDO_0100483	totally drug-resistant tuberculosis	TDR-TB	totally drug-resistant tuberculosis OR TDR-TB
845	obo.MONDO_0400000	small intestinal bacterial overgrowth	SIBO	small intestinal bacterial overgrowth
846	obo.MONDO_0400006	botryomycosis	"bacterial pseudomycosis" | "pyoderma vegetans"	botryomycosis OR bacterial pseudomycosis OR pyoderma vegetans
847	obo.MONDO_0500018	acute fibrinous and organizing pneumonia	AFOP	acute fibrinous and organizing pneumonia
848	obo.MONDO_0700051	liver abscess (disease)	"abscess of liver" | "hepatic abscess"	abscess of liver OR hepatic abscess
849	obo.MONDO_0800029	interstitial lung disease 2	"CFA" | "ILD2" | "IPF" | "UIP" | "cryptogenic fibrosing alveolitis" | "fibrocystic pulmonary dysplasia" | "fibrosing alveolitis, cryptogenic" | "idiopathic pulmonary fibrosis, familial" | "interstitial pneumonitis, usual" | "usual interstitial pneumonia"	cryptogenic fibrosing alveolitis OR fibrocystic pulmonary dysplasia OR ("fibrosing alveolitis" AND " cryptogenic") OR ("idiopathic pulmonary fibrosis" AND " familial") OR ("interstitial pneumonitis" AND " usual") OR usual interstitial pneumonia
